participant_id,Age,Gender,Education,Interest,Salary Scale
35467,24,Male,1,Arts,Low_2
35468,22,Female,0,Unknown,High_5
35469,33,Male,0,Technology,High_5
35470,35,Female,0,Technology,Medium_5
35471,21,Male,0,Arts,Low_2
35472,26,Male,0,Technology,Low_2
35473,24,Female,1,Arts,High_5
35474,22,Male,1,Arts,Low_2
35475,22,Male,1,Technology,Low_5
35476,21,Female,0,Sports,Low_5
35477,28,Female,0,Unknown,Low_2
35478,29,Female,0,Arts,Low_2
35479,31,Female,0,Others,High_5
35480,23,Male,1,Unknown,Low_2
35481,24,Male,0,Unknown,Low_2
35482,23,Male,1,Arts,High_5
35483,25,Male,1,Unknown,Low_2
35484,20,Male,0,Arts,High_5
35485,41,Male,0,Technology,Medium_5
35486,23,Male,0,Sports,High_5
35487,26,Female,0,Others,Low_2
35488,27,Female,0,Unknown,High_5
35489,39,Female,1,Arts,Low_5
35490,24,Male,1,Arts,Low_3
35491,31,Male,1,Arts,Low_2
35492,24,Male,1,Unknown,Low_5
35493,38,Male,1,Unknown,Low_5
35494,24,Male,0,Unknown,Low_5
35495,25,Female,0,Technology,Low_2
35496,27,Male,1,Unknown,Low_5
35497,29,Male,0,Arts,High_3
35498,21,Female,0,Others,Low_3
35499,29,Male,0,Arts,Low_5
35500,29,Female,0,Unknown,High_4
35501,35,Male,0,Unknown,High_3
35502,28,Male,1,Arts,Low_5
35503,22,Female,1,Arts,High_5
35504,24,Male,0,Others,Low_3
35505,21,Female,0,Sports,Low_2
35506,25,Female,0,Unknown,Low_5
35507,23,Male,0,Unknown,High_3
35508,24,Male,0,Others,Low_3
35509,26,Female,0,Unknown,High_5
35510,26,Female,1,Others,Low_2
35511,27,Female,0,Unknown,Low_5
35512,21,Female,0,Technology,Low_3
35513,24,Female,0,Others,Low_3
35514,23,Male,1,Unknown,High_5
35515,35,Female,0,Others,Medium_6
35516,23,Female,1,Sports,Low_5
35517,28,Female,0,Unknown,Low_5
35518,25,Female,0,Unknown,Low_5
35519,25,Female,1,Arts,High_5
35520,20,Male,0,Unknown,Low_2
35521,25,Male,0,Others,Low_2
35522,24,Female,1,Arts,High_5
35523,33,Female,1,Others,Low_3
35524,23,Female,0,Unknown,Low_2
35525,21,Female,0,Arts,Low_2
35526,24,Female,0,Technology,Low_2
35527,29,Male,1,Unknown,Low_2
35528,30,Male,0,Technology,Low_2
35529,28,Male,1,Unknown,High_5
35530,23,Female,0,Arts,Low_4
35531,23,Male,0,Others,Low_4
35532,25,Male,0,Arts,High_5
35533,20,Male,0,Unknown,High_3
35534,20,Male,0,Others,High_5
35535,23,Female,0,Unknown,High_5
35536,35,Female,1,Others,Low_2
35537,22,Male,0,Sports,Low_3
35538,34,Female,1,Technology,High_5
35539,34,Male,1,Arts,High_5
35540,20,Male,1,Unknown,Low_2
35541,22,Male,1,Unknown,Low_5
35542,33,Male,0,Technology,Low_2
35543,22,Female,0,Arts,Low_5
35544,32,Male,1,Arts,Low_3
35545,21,Male,0,Others,Low_3
35546,24,Male,0,Technology,High_5
35547,26,Male,0,Unknown,High_4
35548,24,Female,0,Unknown,Low_3
35549,20,Female,1,Unknown,High_5
35550,23,Female,1,Arts,Low_2
35551,26,Female,0,Arts,Low_3
35552,21,Male,0,Unknown,Low_5
35553,29,Male,1,Technology,Low_2
35554,23,Female,1,Others,Low_2
35555,23,Female,1,Technology,Low_2
35556,37,Female,1,Technology,Low_2
35557,25,Female,0,Others,High_5
35558,30,Male,1,Unknown,High_5
35559,25,Male,1,Arts,Low_2
35560,27,Female,1,Unknown,Low_2
35561,27,Female,0,Sports,Low_5
35562,31,Male,0,Unknown,Low_2
35563,21,Female,0,Unknown,Low_2
35564,31,Male,0,Others,Low_4
35565,20,Male,1,Unknown,Low_2
35566,24,Male,1,Arts,High_5
35567,34,Female,0,Unknown,Low_3
35568,24,Female,0,Technology,Low_5
35569,29,Male,0,Arts,Medium_4
35570,29,Male,0,Others,Medium_4
35571,31,Female,0,Sports,High_5
35572,27,Male,0,Arts,Low_5
35573,40,Male,0,Arts,High_5
35574,20,Female,0,Unknown,Low_5
35575,20,Male,0,Arts,Low_2
35576,23,Female,0,Unknown,Low_3
35577,23,Male,1,Unknown,Low_5
35578,37,Male,1,Unknown,High_5
35579,28,Male,0,Sports,Low_2
35580,26,Male,0,Technology,Low_5
35581,26,Male,0,Unknown,High_5
35582,28,Male,0,Sports,Low_2
35583,23,Female,1,Others,High_5
35584,22,Male,0,Arts,Low_2
35585,28,Female,0,Arts,Medium_6
35586,28,Male,1,Arts,Low_5
35587,21,Male,1,Technology,Low_5
35588,35,Female,0,Technology,Low_2
35589,21,Male,0,Unknown,Low_5
35590,28,Male,0,Technology,Low_2
35591,24,Male,1,Others,Low_3
35592,19,Male,0,Unknown,Low_2
35593,26,Male,0,Others,High_5
35594,40,Female,0,Sports,Medium_6
35595,25,Male,1,Unknown,Low_3
35596,24,Female,0,Others,Low_2
35597,21,Male,0,Unknown,Low_2
35598,26,Female,1,Others,Low_2
35599,22,Female,1,Technology,Low_3
35600,22,Male,1,Technology,High_5
35601,20,Male,0,Sports,Low_2
35602,27,Female,1,Unknown,High_4
35603,30,Female,1,Unknown,High_5
35604,39,Male,0,Arts,Low_3
35605,30,Female,0,Technology,Low_5
35606,30,Female,0,Unknown,Low_2
35607,25,Female,0,Unknown,High_2
35608,28,Male,1,Arts,Low_5
35609,27,Male,1,Arts,Low_5
35610,31,Female,0,Technology,Medium_4
35611,22,Male,0,Technology,Low_5
35612,25,Male,1,Technology,Low_2
35613,26,Male,1,Unknown,Low_2
35614,27,Male,0,Arts,High_4
35615,22,Female,1,Unknown,Low_3
35616,26,Male,1,Sports,Low_2
35617,23,Male,0,Arts,Low_5
35618,33,Male,1,Technology,High_5
35619,23,Male,1,Sports,Low_2
35620,27,Male,0,Technology,High_5
35621,24,Female,1,Sports,Low_3
35622,31,Male,0,Unknown,High_5
35623,32,Male,1,Technology,Low_2
35624,27,Female,1,Unknown,Low_5
35625,24,Female,0,Unknown,High_5
35626,32,Female,1,Unknown,Low_2
35627,31,Male,1,Technology,Low_5
35628,26,Male,1,Unknown,Low_2
35629,34,Male,0,Unknown,High_5
35630,20,Female,1,Technology,Low_3
35631,33,Male,0,Arts,Low_3
35632,22,Female,1,Unknown,Low_2
35633,23,Male,0,Others,Low_5
35634,36,Female,1,Unknown,Low_2
35635,30,Female,0,Others,Low_2
35636,30,Male,1,Sports,Low_3
35637,20,Male,1,Unknown,High_5
35638,23,Male,0,Sports,High_3
35639,26,Male,0,Sports,Low_2
35640,33,Male,0,Unknown,Low_2
35641,23,Male,1,Unknown,High_5
35642,21,Female,1,Technology,High_5
35643,19,Female,0,Unknown,High_5
35644,27,Female,0,Technology,Low_2
35645,24,Female,0,Others,Low_3
35646,26,Male,0,Arts,High_5
35647,28,Female,0,Arts,Low_3
35648,29,Male,0,Sports,Low_4
35649,28,Male,1,Unknown,Low_2
35650,26,Female,1,Unknown,Low_2
35651,22,Female,1,Unknown,High_5
35652,27,Male,1,Technology,Low_3
35653,25,Male,0,Others,Medium_6
35654,29,Female,0,Arts,Low_3
35655,20,Male,1,Others,Low_2
35656,24,Male,1,Arts,Low_5
35657,28,Female,1,Arts,Low_3
35658,24,Male,0,Arts,High_2
35659,22,Male,1,Unknown,Low_2
35660,23,Male,0,Unknown,Low_2
35661,22,Female,1,Unknown,Low_3
35662,24,Male,0,Sports,Low_2
35663,34,Female,1,Technology,High_5
35664,35,Male,1,Arts,Low_2
35665,31,Female,1,Sports,Low_2
35666,27,Female,0,Arts,Low_3
35667,28,Male,0,Technology,Low_2
35668,32,Female,0,Unknown,Low_5
35669,36,Female,0,Arts,High_5
35670,30,Female,1,Others,High_5
35671,24,Male,1,Arts,Medium_6
35672,23,Male,0,Unknown,Medium_2
35673,26,Female,1,Unknown,Medium_6
35674,30,Female,0,Sports,Low_2
35675,28,Male,0,Others,Medium_3
35676,24,Male,0,Arts,Low_5
35677,21,Male,0,Others,Low_3
35678,29,Female,0,Others,Low_4
35679,27,Female,0,Unknown,Low_1
35680,21,Male,0,Unknown,High_2
35681,22,Male,0,Arts,Low_3
35682,33,Male,0,Others,Low_3
35683,33,Male,0,Unknown,Low_2
35684,35,Female,0,Others,Low_2
35685,41,Female,1,Sports,Low_5
35686,19,Male,0,Others,High_2
35687,29,Female,1,Technology,Low_2
35688,23,Male,0,Sports,Low_2
35689,24,Male,0,Unknown,Low_2
35690,25,Male,1,Sports,Low_2
35691,22,Male,1,Sports,Low_3
35692,22,Female,0,Technology,Low_2
35693,22,Female,0,Unknown,Low_2
35694,19,Female,1,Unknown,Low_3
35695,30,Male,1,Technology,Low_5
35696,35,Male,0,Arts,High_5
35697,26,Female,1,Unknown,High_5
35698,22,Female,0,Sports,High_5
35699,24,Male,0,Others,Low_2
35700,24,Female,1,Unknown,Low_3
35701,24,Female,1,Sports,Low_3
35702,25,Male,1,Arts,Low_5
35703,28,Female,0,Arts,Low_5
35704,23,Male,0,Unknown,High_5
35705,25,Male,0,Others,Medium_5
35706,30,Female,0,Sports,Low_4
35707,23,Male,0,Unknown,Low_2
35708,38,Male,0,Sports,Medium_5
35709,25,Male,0,Others,Low_2
35710,25,Male,1,Arts,Low_5
35711,21,Female,1,Technology,High_5
35712,29,Male,0,Unknown,Medium_6
35713,24,Female,1,Unknown,Low_2
35714,27,Female,0,Technology,Low_3
35715,23,Female,0,Unknown,High_5
35716,20,Male,0,Arts,High_5
35717,21,Male,1,Technology,Low_2
35718,22,Male,1,Others,Low_3
35719,21,Male,1,Others,Low_3
35720,22,Male,0,Sports,Medium_5
35721,36,Male,0,Technology,High_5
35722,25,Female,0,Others,Low_2
35723,25,Male,0,Unknown,High_4
35724,26,Female,0,Others,High_5
35725,23,Male,1,Technology,Low_2
35726,22,Male,0,Others,Low_2
35727,25,Female,1,Arts,High_5
35728,26,Male,1,Unknown,Low_5
35729,22,Male,0,Technology,Low_2
35730,22,Male,0,Technology,Low_2
35731,22,Male,0,Arts,Low_3
35732,20,Male,1,Others,Low_2
35733,22,Female,0,Sports,Low_2
35734,30,Male,0,Unknown,High_5
35735,27,Male,1,Unknown,Medium_4
35736,25,Male,0,Others,Medium_6
35737,37,Male,0,Arts,Low_2
35738,28,Male,0,Unknown,Low_5
35739,30,Male,1,Others,Medium_4
35740,30,Female,0,Unknown,Low_2
35741,35,Female,1,Technology,Low_3
35742,21,Male,0,Unknown,Low_5
35743,22,Male,1,Sports,Low_2
35744,27,Male,1,Technology,Medium_6
35745,28,Female,0,Arts,Low_2
35746,38,Male,0,Unknown,Low_5
35747,24,Female,1,Sports,Low_3
35748,27,Female,0,Arts,Medium_5
35749,30,Female,0,Unknown,Low_3
35750,23,Male,0,Unknown,Low_5
35751,23,Male,0,Technology,High_5
35752,29,Male,0,Unknown,Medium_6
35753,29,Female,1,Unknown,Low_5
35754,22,Male,0,Others,Low_3
35755,24,Female,0,Arts,High_2
35756,33,Male,1,Technology,Low_5
35757,29,Male,0,Unknown,Medium_6
35758,29,Male,1,Sports,Low_5
35759,32,Male,0,Unknown,High_5
35760,29,Male,0,Sports,Low_1
35761,24,Male,0,Technology,Low_5
35762,24,Male,0,Unknown,Low_5
35763,31,Female,1,Technology,Low_5
35764,32,Male,1,Arts,Low_3
35765,27,Female,1,Unknown,Low_2
35766,20,Male,0,Arts,Low_5
35767,31,Female,1,Unknown,Low_4
35768,30,Female,1,Others,Low_3
35769,23,Female,1,Others,Low_5
35770,31,Male,1,Others,High_5
35771,29,Male,1,Others,Low_3
35772,28,Male,0,Unknown,Low_1
35773,30,Female,0,Unknown,Low_4
35774,30,Male,0,Sports,High_4
35775,23,Male,0,Unknown,Low_5
35776,26,Male,1,Unknown,Low_3
35777,22,Male,0,Arts,High_5
35778,25,Male,0,Others,Low_2
35779,27,Male,1,Unknown,Low_2
35780,27,Male,1,Unknown,Low_5
35781,20,Female,0,Others,Low_2
35782,27,Female,1,Unknown,Low_3
35783,20,Male,0,Unknown,Low_2
35784,28,Female,0,Unknown,Low_2
35785,27,Female,1,Arts,Low_2
35786,26,Male,0,Arts,Low_4
35787,40,Female,0,Technology,Medium_5
35788,24,Female,1,Arts,Low_5
35789,28,Female,0,Unknown,Low_2
35790,26,Male,0,Technology,Low_3
35791,31,Male,0,Arts,Low_2
35792,21,Female,1,Unknown,Low_5
35793,23,Male,0,Sports,High_5
35794,21,Female,0,Unknown,Low_3
35795,40,Female,0,Unknown,Medium_3
35796,33,Female,0,Arts,Low_3
35797,29,Female,0,Arts,Low_3
35798,26,Female,0,Unknown,Low_2
35799,24,Female,0,Unknown,Low_2
35800,22,Female,0,Unknown,Low_3
35801,26,Male,0,Technology,Low_3
35802,18,Female,0,Others,High_5
35803,26,Male,0,Sports,Low_5
35804,23,Female,1,Others,Low_2
35805,26,Male,0,Sports,Low_1
35806,36,Male,1,Technology,High_5
35807,28,Male,1,Arts,High_5
35808,20,Female,1,Unknown,Low_5
35809,24,Female,0,Technology,High_5
35810,27,Female,0,Arts,High_5
35811,23,Male,1,Arts,Low_5
35812,21,Male,0,Technology,Low_5
35813,31,Male,1,Technology,Low_2
35814,26,Female,1,Arts,High_5
35815,31,Male,1,Arts,High_5
35816,21,Male,1,Technology,Low_2
35817,22,Female,0,Arts,Low_2
35818,40,Female,1,Technology,High_5
35819,21,Female,1,Unknown,Low_2
35820,26,Female,1,Technology,Low_2
35821,22,Female,0,Unknown,Low_5
35822,31,Female,0,Unknown,High_5
35823,27,Female,1,Technology,High_5
35824,22,Male,0,Technology,Low_5
35825,33,Female,1,Unknown,Low_4
35826,24,Female,1,Others,Low_2
35827,27,Male,1,Arts,Low_5
35828,34,Male,0,Others,Low_2
35829,31,Female,1,Sports,Low_2
35830,21,Female,0,Unknown,Low_2
35831,39,Female,1,Unknown,Low_2
35832,24,Male,0,Unknown,Low_1
35833,27,Male,1,Unknown,Low_3
35834,26,Female,0,Unknown,High_3
35835,24,Female,0,Sports,High_3
35836,24,Female,0,Unknown,High_5
35837,23,Female,1,Arts,Medium_6
35838,21,Male,1,Unknown,Low_2
35839,26,Male,0,Unknown,Low_5
35840,22,Male,1,Arts,High_5
35841,24,Male,1,Unknown,High_5
35842,24,Male,1,Technology,Low_2
35843,32,Female,0,Unknown,Low_3
35844,30,Female,1,Arts,Low_2
35845,23,Female,0,Arts,Low_2
35846,20,Female,0,Others,Low_3
35847,22,Female,0,Unknown,Low_3
35848,24,Female,1,Unknown,Low_5
35849,28,Male,1,Technology,Medium_6
35850,27,Female,1,Arts,High_4
35851,26,Female,1,Arts,Low_3
35852,24,Female,1,Technology,Low_2
35853,25,Female,0,Unknown,Low_3
35854,24,Male,0,Unknown,Low_3
35855,23,Female,0,Unknown,High_5
35856,23,Female,0,Others,Low_5
35857,25,Male,1,Arts,High_5
35858,26,Female,1,Sports,Low_5
35859,24,Female,0,Unknown,High_5
35860,37,Male,1,Unknown,Low_5
35861,38,Male,0,Arts,High_5
35862,30,Female,1,Others,Low_5
35863,34,Female,0,Sports,High_5
35864,31,Male,0,Unknown,Low_5
35865,31,Male,0,Unknown,High_4
35866,23,Female,0,Unknown,Medium_5
35867,29,Male,0,Others,Low_2
35868,19,Female,1,Unknown,Low_5
35869,29,Female,0,Unknown,Low_2
35870,33,Female,1,Technology,Low_2
35871,22,Male,0,Arts,High_2
35872,25,Male,0,Arts,Low_5
35873,28,Male,0,Technology,Low_5
35874,36,Male,1,Unknown,Low_2
35875,22,Male,0,Others,Medium_5
35876,24,Male,1,Unknown,Low_2
35877,23,Female,0,Unknown,Low_2
35878,22,Male,0,Others,Low_3
35879,24,Female,0,Arts,Medium_4
35880,27,Male,1,Unknown,Low_2
35881,23,Female,0,Technology,Low_3
35882,23,Male,0,Technology,High_5
35883,25,Male,1,Sports,High_4
35884,24,Female,0,Arts,Low_3
35885,28,Male,0,Arts,High_5
35886,23,Male,1,Unknown,High_5
35887,23,Female,1,Unknown,Low_3
35888,27,Female,0,Arts,Low_2
35889,31,Male,1,Unknown,Low_5
35890,34,Female,0,Unknown,High_4
35891,25,Female,0,Arts,Medium_5
35892,22,Male,1,Unknown,Low_5
35893,32,Male,1,Others,High_4
35894,36,Female,1,Unknown,Low_3
35895,31,Female,0,Sports,Low_2
35896,28,Female,0,Unknown,Medium_5
35897,25,Male,1,Technology,Medium_4
35898,21,Female,0,Others,Medium_5
35899,30,Female,0,Unknown,Low_2
35900,27,Female,0,Arts,High_5
35901,40,Female,1,Unknown,High_5
35902,40,Male,1,Unknown,High_5
35903,25,Male,1,Arts,High_5
35904,33,Female,0,Unknown,Low_5
35905,20,Male,0,Others,Low_5
35906,26,Male,0,Arts,Low_5
35907,31,Male,1,Unknown,High_5
35908,22,Male,1,Sports,Low_3
35909,22,Female,0,Arts,High_3
35910,22,Female,1,Arts,Low_3
35911,23,Male,0,Unknown,Low_2
35912,26,Male,1,Unknown,Low_2
35913,24,Male,0,Others,High_5
35914,40,Male,0,Technology,Low_4
35915,24,Female,1,Arts,Low_2
35916,26,Female,0,Unknown,High_5
35917,23,Male,0,Others,Low_3
35918,24,Male,1,Unknown,Low_2
35919,26,Female,1,Unknown,Low_5
35920,28,Female,0,Technology,Low_5
35921,26,Female,0,Others,Low_4
35922,29,Female,0,Technology,High_5
35923,25,Male,1,Unknown,Low_4
35924,41,Female,0,Technology,Low_2
35925,33,Male,0,Unknown,High_5
35926,25,Female,1,Others,Low_2
35927,34,Female,0,Unknown,Low_2
35928,24,Male,0,Arts,High_5
35929,33,Male,0,Sports,Low_1
35930,28,Female,0,Arts,Low_4
35931,30,Male,1,Arts,Low_2
35932,25,Female,0,Unknown,Low_2
35933,26,Female,0,Sports,Low_2
35934,25,Male,0,Unknown,Low_3
35935,29,Male,0,Others,High_4
35936,21,Male,1,Unknown,Low_3
35937,28,Male,1,Unknown,High_5
35938,21,Female,0,Sports,Low_3
35939,22,Female,0,Arts,High_5
35940,24,Male,0,Arts,Medium_2
35941,22,Female,0,Arts,Low_2
35942,23,Male,1,Unknown,Low_5
35943,21,Female,0,Unknown,Low_3
35944,28,Female,1,Others,Low_5
35945,25,Male,0,Unknown,Low_4
35946,19,Male,1,Unknown,Low_5
35947,20,Male,0,Unknown,Low_2
35948,26,Male,1,Unknown,Low_4
35949,32,Female,1,Unknown,Low_2
35950,32,Female,1,Others,Low_5
35951,36,Male,0,Unknown,Low_1
35952,36,Female,1,Unknown,High_4
35953,20,Female,0,Others,High_2
35954,25,Female,0,Unknown,Medium_5
35955,27,Female,1,Arts,Low_2
35956,29,Male,1,Unknown,High_5
35957,37,Male,0,Unknown,Low_1
35958,29,Male,0,Others,Medium_5
35959,27,Male,1,Unknown,Low_5
35960,19,Male,0,Others,Low_5
35961,29,Female,1,Technology,High_5
35962,24,Male,0,Unknown,Low_5
35963,37,Male,0,Unknown,High_5
35964,23,Male,1,Unknown,Low_3
35965,32,Female,0,Arts,High_5
35966,25,Male,1,Arts,Low_5
35967,26,Female,0,Unknown,Low_4
35968,25,Male,1,Unknown,Low_5
35969,20,Male,0,Unknown,Low_2
35970,26,Female,1,Unknown,Medium_6
35971,26,Male,0,Unknown,Medium_4
35972,25,Male,0,Others,Low_2
35973,28,Female,1,Unknown,Low_2
35974,25,Male,1,Unknown,Low_3
35975,32,Male,0,Unknown,High_3
35976,27,Female,0,Unknown,High_5
35977,25,Male,0,Arts,Low_2
35978,39,Male,1,Others,Low_2
35979,26,Male,0,Unknown,Low_1
35980,21,Female,0,Unknown,Low_2
35981,25,Male,0,Technology,Low_1
35982,28,Female,1,Arts,Low_5
35983,30,Female,0,Unknown,Low_2
35984,30,Female,0,Unknown,High_5
35985,23,Male,0,Technology,Low_2
35986,21,Female,0,Arts,Low_5
35987,26,Male,0,Others,Medium_4
35988,23,Male,1,Arts,Low_5
35989,21,Male,1,Unknown,Low_5
35990,26,Male,1,Unknown,Low_3
35991,21,Male,1,Unknown,High_5
35992,31,Male,0,Unknown,Medium_5
35993,23,Male,0,Technology,High_5
35994,27,Female,0,Unknown,Low_2
35995,24,Female,1,Others,Low_5
35996,25,Female,0,Technology,Low_2
35997,22,Male,0,Sports,Low_5
35998,28,Male,1,Technology,Low_5
35999,21,Male,0,Arts,Low_5
36000,37,Male,0,Technology,High_5
36001,23,Female,0,Others,Low_3
36002,25,Male,1,Sports,Low_5
36003,21,Male,0,Arts,Low_2
36004,22,Male,0,Sports,High_5
36005,31,Male,0,Others,Low_2
36006,21,Female,1,Technology,Low_5
36007,21,Female,0,Arts,Low_5
36008,22,Male,0,Arts,Low_3
36009,22,Female,0,Unknown,Low_5
36010,26,Female,0,Arts,Medium_6
36011,35,Male,1,Arts,Low_2
36012,23,Male,1,Arts,High_5
36013,27,Male,1,Unknown,High_5
36014,23,Male,0,Others,Low_3
36015,27,Female,1,Sports,High_5
36016,22,Female,0,Technology,High_5
36017,38,Female,1,Others,Low_2
36018,20,Male,0,Unknown,Low_5
36019,25,Female,1,Arts,Low_3
36020,21,Male,0,Others,Low_3
36021,45,Female,1,Arts,Low_3
36022,26,Male,1,Arts,Low_3
36023,22,Female,1,Arts,High_5
36024,22,Female,1,Others,Low_5
36025,21,Male,0,Arts,Low_3
36026,33,Male,0,Technology,Low_5
36027,33,Female,1,Unknown,Low_3
36028,26,Female,1,Unknown,Low_2
36029,22,Female,0,Arts,Low_3
36030,32,Male,0,Arts,Medium_1
36031,27,Male,0,Unknown,Low_5
36032,24,Female,1,Sports,Low_2
36033,28,Male,0,Sports,Low_1
36034,25,Male,0,Sports,Low_1
36035,39,Male,0,Unknown,Low_2
36036,20,Female,0,Sports,Low_3
36037,26,Male,0,Others,Low_2
36038,35,Male,1,Unknown,Medium_4
36039,23,Female,1,Arts,Low_3
36040,25,Female,1,Unknown,Low_2
36041,25,Female,1,Technology,High_5
36042,36,Male,0,Arts,Medium_6
36043,26,Male,0,Technology,Low_3
36044,27,Male,1,Others,High_5
36045,23,Male,0,Arts,High_5
36046,32,Female,1,Arts,Low_5
36047,24,Female,1,Sports,Low_3
36048,24,Male,0,Unknown,Medium_5
36049,29,Male,1,Technology,Low_5
36050,24,Female,1,Arts,Low_2
36051,31,Male,0,Unknown,Low_2
36052,24,Male,0,Technology,High_5
36053,21,Male,0,Unknown,Low_5
36054,28,Male,0,Unknown,Low_5
36055,27,Male,1,Arts,High_5
36056,25,Male,0,Arts,High_5
36057,42,Female,0,Technology,Low_5
36058,31,Female,0,Technology,Low_2
36059,21,Female,0,Sports,Medium_5
36060,34,Male,0,Unknown,Low_2
36061,19,Female,1,Arts,High_5
36062,31,Female,1,Unknown,High_4
36063,34,Male,1,Sports,High_5
36064,32,Male,0,Unknown,Medium_3
36065,22,Female,0,Technology,High_2
36066,33,Female,0,Unknown,Low_3
36067,22,Male,0,Arts,Low_2
36068,29,Female,0,Arts,High_2
36069,29,Male,1,Technology,Low_2
36070,31,Male,0,Unknown,Medium_4
36071,43,Male,1,Sports,Low_2
36072,26,Male,0,Unknown,Low_2
36073,29,Male,1,Sports,High_5
36074,18,Female,1,Unknown,High_5
36075,27,Female,1,Unknown,High_5
36076,25,Male,1,Unknown,Low_2
36077,28,Male,0,Unknown,Low_2
36078,30,Male,0,Arts,Low_3
36079,23,Female,1,Sports,Low_2
36080,24,Male,0,Technology,Low_2
36081,30,Female,0,Others,High_5
36082,39,Male,0,Unknown,Low_3
36083,28,Male,0,Unknown,Low_3
36084,20,Female,1,Unknown,High_5
36085,22,Female,1,Arts,Low_2
36086,27,Male,0,Unknown,Low_2
36087,23,Female,0,Unknown,Low_5
36088,25,Male,0,Arts,Low_2
36089,22,Female,1,Unknown,High_5
36090,25,Female,0,Unknown,Medium_5
36091,29,Male,0,Sports,Medium_6
36092,22,Male,1,Technology,High_5
36093,27,Male,1,Unknown,Low_2
36094,24,Male,0,Unknown,High_4
36095,26,Female,0,Sports,Low_1
36096,34,Female,1,Unknown,Medium_6
36097,19,Female,1,Technology,High_5
36098,35,Male,1,Sports,Low_2
36099,25,Female,0,Others,Medium_5
36100,30,Female,0,Others,High_3
36101,27,Female,1,Others,High_4
36102,30,Male,1,Unknown,Medium_4
36103,27,Male,1,Unknown,Low_2
36104,29,Male,1,Others,Low_2
36105,21,Female,1,Technology,Low_2
36106,19,Female,0,Technology,Low_2
36107,23,Male,0,Unknown,High_5
36108,34,Male,0,Technology,Medium_1
36109,27,Female,1,Technology,High_5
36110,22,Female,1,Sports,Low_3
36111,31,Male,0,Arts,High_4
36112,23,Female,1,Arts,Low_3
36113,31,Male,1,Arts,Low_5
36114,28,Male,0,Unknown,High_4
36115,30,Male,1,Technology,High_5
36116,27,Female,1,Unknown,Low_5
36117,26,Male,1,Sports,Low_5
36118,35,Male,0,Arts,Low_2
36119,26,Male,1,Others,Low_2
36120,25,Female,0,Sports,High_5
36121,23,Female,0,Arts,High_5
36122,25,Male,1,Sports,Low_2
36123,34,Female,1,Arts,Low_3
36124,29,Male,0,Unknown,Low_2
36125,24,Male,0,Sports,Low_2
36126,21,Female,1,Others,High_5
36127,27,Male,0,Arts,Low_2
36128,22,Female,0,Sports,High_2
36129,27,Male,0,Unknown,Medium_5
36130,23,Female,0,Arts,High_5
36131,21,Male,0,Unknown,Low_2
36132,33,Male,1,Unknown,Low_5
36133,24,Male,1,Unknown,Low_2
36134,22,Male,0,Technology,Medium_5
36135,40,Female,1,Technology,Low_4
36136,23,Female,0,Unknown,Low_2
36137,32,Male,0,Others,Low_3
36138,28,Male,1,Unknown,Low_3
36139,23,Female,0,Sports,High_3
36140,22,Female,1,Unknown,High_5
36141,22,Male,1,Arts,Low_5
36142,22,Male,0,Unknown,High_5
36143,23,Male,1,Technology,Low_5
36144,30,Male,1,Unknown,Low_2
36145,35,Male,0,Arts,Low_5
36146,21,Male,0,Unknown,Low_2
36147,23,Male,1,Arts,Low_2
36148,21,Female,0,Arts,High_5
36149,22,Female,1,Sports,High_5
36150,21,Female,0,Arts,High_5
36151,22,Female,1,Others,Low_3
36152,25,Male,0,Unknown,Low_4
36153,24,Female,0,Technology,High_5
36154,29,Male,1,Technology,Low_5
36155,36,Female,1,Arts,Low_3
36156,30,Female,0,Unknown,Low_4
36157,21,Female,0,Others,Low_3
36158,30,Male,1,Others,Low_4
36159,29,Female,0,Arts,Medium_5
36160,33,Male,1,Others,Low_3
36161,25,Male,0,Unknown,Low_5
36162,32,Male,0,Arts,High_5
36163,44,Female,1,Sports,High_5
36164,28,Male,0,Unknown,Medium_6
36165,37,Male,1,Others,High_4
36166,23,Female,0,Unknown,High_5
36167,36,Female,0,Unknown,Low_3
36168,34,Male,0,Sports,Low_2
36169,21,Female,1,Arts,Low_2
36170,26,Male,1,Technology,Low_5
36171,25,Male,1,Arts,High_4
36172,33,Male,1,Sports,High_4
36173,26,Male,1,Sports,Low_3
36174,24,Male,0,Sports,Low_2
36175,27,Female,0,Unknown,Low_5
36176,30,Female,0,Technology,Low_2
36177,25,Male,0,Unknown,Low_2
36178,24,Female,1,Technology,Low_2
36179,25,Male,1,Others,High_5
36180,29,Male,0,Arts,Low_2
36181,23,Female,1,Arts,Low_2
36182,24,Male,0,Sports,High_5
36183,23,Female,0,Arts,Low_5
36184,35,Female,0,Technology,Low_5
36185,27,Female,1,Arts,Low_5
36186,26,Female,0,Unknown,Low_5
36187,24,Female,0,Arts,High_5
36188,45,Female,1,Arts,Low_2
36189,28,Male,1,Others,Low_5
36190,27,Male,1,Technology,Low_3
36191,22,Male,0,Unknown,Low_5
36192,22,Male,0,Others,Low_5
36193,20,Male,0,Arts,High_5
36194,21,Male,1,Arts,High_5
36195,21,Female,1,Arts,High_5
36196,31,Male,0,Arts,Medium_4
36197,31,Female,1,Unknown,High_5
36198,30,Male,0,Unknown,High_3
36199,26,Male,0,Arts,Low_5
